"listing_heading","listing_price","İlan no","Son Güncelleme Tarihi","Konut Tipi","Oda + Salon Sayısı","Brüt / Net M2","Bulunduğu Kat","Bina Yaşı","Isınma Tipi","Kat Sayısı","Eşya Durumu","Banyo Sayısı","Yapı Tipi","Yapının Durumu","Kullanım Durumu","Tapu Durumu","Aidat","Cephe","Depozito","Yakıt Tipi","Ada No","Parsel No","Yetkili Ofis","Krediye Uygunluk","Site İçerisinde","Takas",""
"ER YAPI EMLAK OFİSİNDEN T.TEPE KAMPÜS KARŞISI EŞYALI BAHÇELİ","14.000 TL","68864-2459","10-10-2024","Daire","1 + 1","55 m2","Bahçe Katı","5 Yaşında","Klima","3 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","","","","","","","Uygun değil","","",""
"Buca Şirinyer Hürriyet Mah Eşyalı 1+1 55 M2 D.gaz Asansör Otoprk","20.000 TL","83461-586","05-10-2024","Daire","1 + 1","55 m2","2. Kat","Sıfır Bina","Kombi","4 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","200 TL","Doğu, Batı","","","","","","Uygun değil","","",""
"BUCA ÇEVİKBİR MEYDAN BUCA SSK YANINDA ARAKAT 3+1 D.GAZLİ BALKONLU KIRALIK DAIRE","25.000 TL","111716-963","14-10-2024","Daire","3 + 1","130 m2","3. Kat","Sıfır Bina","Kombi","3 Katlı","Eşyalı Değil","1","Betonarme","Sıfır","Boş","","","Güney, Doğu, Batı","22.000 TL","Doğalgaz","","","","","","",""
"BUCA-İNÖNÜ MH.DE KİRALIK YENİ DAİRE","17.500 TL","143815-187","12-10-2024","Daire","2 + 1","90 m2","1. Kat","1 Yaşında","Kombi","3 Katlı","","1","","İkinci El","Boş","","","","20.000 TL","","","","Evet","","","",""
"Buca Hasanağa Parkına Yürüme Mesafesinde 1+1 Eşyalı Kiralık Daire","17.000 TL","51456-7179","04-10-2024","Daire","1 + 1","55 m2","Ara Kat","8 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","75 TL","","17.000 TL","Doğalgaz","","","","","","",""
"DOĞUŞ CAD. ÜZERİNDE KAMPÜS KARŞISI KİRALIK 1+1 EŞYALI REZİDANS","16.000 TL","144696-154","12-10-2024","Daire","1 + 1","45 m2","Ara Kat","4 Yaşında","Yerden Isıtma","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat Mülkiyeti","16.000 TL","Güney","16.000 TL","Doğalgaz","","","Evet","","","",""
"İNKILAP MAH. ŞİRİNYER İZBAN YAKINI 2+1 KİRALIK DAİRE","17.500 TL","18435-5237","11-10-2024","Daire","2 + 1","95 m2","1. Kat","6 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","Betonarme","Boş","","","","17.500 TL","Doğalgaz","","","","","","Hayır",""
"BAŞOĞLU'NDAN KİRALIK EŞYALI 1+1 DAİRE","15.000 TL","129980-623","14-10-2024","Daire","1 + 0","60 m2","Yüksek Giriş","5 Yaşında","Klima","2 Katlı","Eşyalı","","","","Boş","Kat İrtifakı","50 TL","Doğu","15.000 TL","","","","Evet","","","",""
"MARKA'DAN KAMPÜS YAKINI 1+1 EŞYALI&KLİMALI KİRALIK DAİRE","12.500 TL","71024-1038","02-10-2024","Daire","1 + 1","55 m2","Zemin","4 Yaşında","Klima","2 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","Güney","","","","","","Uygun değil","","",""
"Tınaztepe kampüse yürüyerek 10 dk mesafede eşyalı ev","18.500 TL","141901-213","17-08-2024","Daire","1 + 1","50 m2","6. Kat","4 Yaşında","Klima","6 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","1.000 TL","","","Elektrik","","","Evet","","","",""
"GOLDİA YAPI'DAN KAMPÜS YAKINI 1+1 EŞYALI KİRALIK","16.500 TL","142618-204","28-09-2024","Daire","1 + 1","55 m2","2. Kat","4 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat İrtifakı","150 TL","Kuzey, Güney, Doğu, Batı","16.500 TL","Doğalgaz","","","Evet","","","",""
"BARİS MAH 3+1 KİRALİK DAİRE","23.000 TL","14003-1477","23-09-2024","Daire","3 + 1","130 m2","3. Kat","25 Yaşında","Kombi","6 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","","","","Doğalgaz","","","","","","",""
"ÜÇKUYULAR MEYDAN VE FAKÜLTELER YAKINI '2+1' ARAKAT-DGAZLI DAİRE","15.000 TL","104457-29","17-10-2024","Daire","2 + 1","75 m2","2. Kat","15 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","100 TL","Kuzey","15.000 TL","Doğalgaz","","","Evet","","","",""
"TINAZTEPE ANA CADDE ÜSTÜ SIFIR EŞYALI KİRALIK 1+1","18.000 TL","144696-155","12-10-2024","Daire","1 + 1","55 m2","Ara Kat","7 Yaşında","Kombi","3 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat Mülkiyeti","","Güney, Batı","18.000 TL","Doğalgaz","","","Evet","","","",""
"KAMPÜS KARŞISI KİRALIK 1+1 EŞYALI","15.500 TL","145608-117","07-10-2024","Daire","1 + 1","65 m2","2. Kat","5 Yaşında","Kombi","3 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","","Güney, Doğu","15.500 TL","Doğalgaz","","","Evet","","","",""
"Kız öğrenciye  yada aileye full eşyalı d.gazlı kiralık daire","25.000 TL","0-12287237","03-10-2024","Daire","3 + 1","120 m2","3. Kat","15 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat İrtifakı","50 TL","Güney","25.000 TL","Doğalgaz","584","255","","","","",""
"DEÜ İİBF YAKINI ARAKAT FULL EŞYALI 1+1 KİRALIK DAİRE","14.500 TL","142478-82","18-10-2024","Daire","1 + 1","50 m2","2. Kat","5 Yaşında","Klima","3 Katlı","Eşyalı","1","","","Boş","","100 TL","","","","","","","Uygun değil","","",""
"Buca Kuruçeşme Üniversite Karşısı Kiralık Eşyalı Daire","18.000 TL","2527-13078","01-10-2024","Daire","2 + 0","55 m2","1. Kat","7 Yaşında","Kombi","2 Katlı","Eşyalı","1","","İkinci El","Boş","","","Güney","18.000 TL","","","","Evet","","","",""
"ER YAPI EMLAK OFİSİNDEN T.TEPE KAMPÜS KARŞISI 1+1 EŞYASIZ","11.000 TL","68864-2457","10-10-2024","Daire","1 + 1","45 m2","2. Kat","5 Yaşında","Klima","3 Katlı","Eşyalı Değil","1","","","Boş","Kat İrtifakı","","","","","","","","Uygun değil","","",""
"BUCA DUMLUPINAR ÇEVİKBİR ÜÇKUYULAR MEYDANDA 2+1 FULL EŞYALI KİRALIK DAİRE","30.000 TL","111716-1053","14-10-2024","Daire","2 + 1","100 m2","3. Kat","2 Yaşında","Kombi","3 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","","","Güney, Doğu, Batı","30.000 TL","Doğalgaz","","","","","","",""
"AÇIKLAMAYI OKUYUN ATATÜRK MAH SİTE İÇERİSİNDE FULL EŞYALI ULTRA LÜX DAİRE","17.000 TL","0-39725029","22-09-2024","Daire","1 + 1","65 m2","6. Kat","5 Yaşında","Klima","9 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat İrtifakı","500 TL","Güney","20.000 TL","Elektrik","","","","","Vural Park Evleri","",""
"KURUÇEŞME MEYDANDA ARA KAT+DOĞALGAZ+BALKON+ÇİFT CEPHELİ+EBEVEYN KİRALIK 3+1","21.000 TL","145531-10","07-09-2024","Daire","3 + 1","125 m2","Ara Kat","5 Yaşında","Kombi","4 Katlı","Eşyalı Değil","3","Betonarme","İkinci El","Boş","","","Kuzey, Güney, Doğu, Batı","23.000 TL","Doğalgaz","","","Evet","","","",""
"Özel Tınaztepe Hastane Karşısı Lüx yapılı Geniş 3+1 Daire","20.000 TL","0-43220644","21-08-2024","Daire","3 + 1","165 m2","2. Kat","7 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","100 TL","Doğu","20.000 TL","Doğalgaz","","","","","","",""
"Menderes cad. bitişiği merkezi konumda 3+1 ara kat kiralık daire","20.000 TL","0-43282199","31-08-2024","Daire","3 + 1","135 m2","2. Kat","30 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","","","20.000 TL","Doğalgaz","","","","","","",""
"BUCA - İNÖNÜ' DE KİRALIK LÜX DAİRE","20.000 TL","146515-140","03-09-2024","Daire","2 + 1","100 m2","2. Kat","Sıfır Bina","Kombi","3 Katlı","","1","","","Boş","","","","","","","","","Uygun değil","","",""
"D.GAZLI GENİŞ 4+1 ÖĞRENCİYE MEMURA KİRALIK EV","22.000 TL","0-43333360","05-10-2024","Daire","4 + 1","130 m2","Ara Kat","18 Yaşında","Kombi","3 Katlı","Eşyalı","1","","","Boş","","","","35.000 TL","Doğalgaz","","","","","","",""
"TINAZTEPE HASTAHANESİ YAKINI GÜNLÜK LÜKS DAİRELER","200 TL","138098-15","17-10-2024","Daire","2 + 1","60 m2","Ara Kat","3 Yaşında","Klima","4 Katlı","","1","","","","","","","","","","","","","","",""
"GOLDİA YAPI'DAN HASANAĞA PARKI YAKINI KİRALIK EŞYALI 1+1","15.000 TL","142618-201","11-10-2024","Daire","1 + 1","55 m2","Ara Kat","4 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","","150 TL","Kuzey, Güney, Doğu, Batı","15.500 TL","Doğalgaz","","","Evet","","","",""
"ÜÇKUYULAR MEYDAN VE FAKÜLTELER YAKINI '2+1' ARAKAT-DGAZLI DAİRE","15.200 TL","104457-58","14-10-2024","Daire","2 + 1","70 m2","3. Kat","11 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","Kat İrtifakı","100 TL","Kuzey, Güney, Doğu, Batı","","","","","","Uygun değil","","",""
"BUCA KOZAĞAÇ MAHALLESİNDE EŞYALI 1+1 KİRALIK DAİRE","18.000 TL","143815-154","07-10-2024","Daire","1 + 1","50 m2","En Üst Kat","5 Yaşında","Kombi","3 Katlı","Eşyalı","1","","","","","100 TL","","20.000 TL","","","","Evet","","","",""
"REF'DEN ATATÜRK MAH'DE EŞYA+DOĞALGAZ+KLİMALI KİRALIK 1+1","15.000 TL","144696-157","12-10-2024","Daire","1 + 1","50 m2","Ara Kat","3 Yaşında","Kombi","3 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat Mülkiyeti","","Güney","15.000 TL","Doğalgaz","","","Evet","","","",""
"TINAZTEPE KAMPÜS E YÜRÜME MESAFESİNDE 1+1 EŞYALI KLİMALI DAİRE","14.000 TL","145175-61","12-10-2024","Daire","1 + 1","45 m2","Giriş Katı","4 Yaşında","Klima","3 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","250 TL","","","","","","","Uygun değil","","",""
"ŞİRİNYER İZBAN YANI 3+1 135 M2 D.GAZLI DAİRE","23.000 TL","110918-1067","10-10-2024","Daire","3 + 1","135 m2","Yüksek Giriş","7 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","","","24.000 TL","Doğalgaz","","","Evet","","","",""
"ŞİRİNYER NAMIKKEMAL CADDESİNDE 3+1 ARAKAT DAİRE.İZBANA YÜRÜME MESAFESİNDE","15.000 TL","27958-367","25-09-2024","Daire","3 + 1","118 m2","Ara Kat","26 Yaşında","Soba","1 Katlı","","1","","","","Kat İrtifakı","","","15.000 TL","","","","","","","",""
"Buca Otokent karşısı 3+1 Kiralık daire","18.000 TL","144765-58","07-10-2024","Daire","3 + 1","140 m2","En Üst Kat","22 Yaşında","Soba","3 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","1 TL","","18.000 TL","Elektrik","","","Evet","","","",""
"İzmir Buca Mustafa Kemal Mahallesin' de Kiralık 3+1 Daire","20.000 TL","51456-7215","12-10-2024","Daire","3 + 1","128 m2","2. Kat","8 Yaşında","Kombi","8 Katlı","Eşyalı Değil","1","","İkinci El","Boş","Kat Mülkiyeti","250 TL","","30.000 TL","Doğalgaz","","","Evet","","","",""
"KURUÇEŞME MAH. HAVUZLU SİTE İÇİNDE FULL EŞYALI 1+1 KİRALIK DAİRE","23.000 TL","18435-5222","30-09-2024","Daire","1 + 1","55 m2","3. Kat","1 Yaşında","Kombi","9 Katlı","Eşyalı Değil","1","","Betonarme","Boş","","","","23.000 TL","Doğalgaz","","","","","","Hayır",""
"ER YAPI EMLAK'TAN T.TEPE KAMPÜS CİVARI D.GAZLI KLİMALI BALKONLU","16.000 TL","68864-2458","15-10-2024","Daire","1 + 1","55 m2","2. Kat","3 Yaşında","Kombi","2 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","","","","","","","Uygun değil","","",""
"TINAZTEPE KAMPÜS KARŞISI EŞYASIZ KİRALIK 2+1 DAİRE","17.000 TL","142478-84","14-10-2024","Daire","2 + 1","80 m2","1. Kat","16 Yaşında","Isıtma Yok","2 Katlı","Eşyalı Değil","1","","","Boş","","100 TL","","","","","","","Uygun değil","","",""
"PARİSA""DAN YILDIZ MAH. GENİŞ FERAH KLİMALI 1+1 KİRALIK DAİRE","11.000 TL","143816-26","17-10-2024","Daire","1 + 1","65 m2","3. Kat","16 Yaşında","Klima","3 Katlı","Eşyalı Değil","1","","","Boş","Kat Mülkiyeti","","Kuzey, Güney","","","","","","Uygun değil","","",""
"OKAN EMLAKTAN BUCA HASANAĞA BAHÇESİ YAKINI 1+1  DAİRE","15.500 TL","13470-1742","14-10-2024","Daire","1 + 1","55 m2","3. Kat","8 Yaşında","Klima","4 Katlı","Eşyalı Değil","1","Betonarme","Sıfır","Boş","","100 TL","Güney","15.500 TL","Elektrik","","","Evet","","","",""
"Buca Günlük Kiralık Ev - 1+1 2+1 Lüks Apart Daireler","200 TL","138098-17","18-10-2024","Daire","2 + 2","60 m2","Ara Kat","2 Yaşında","Klima","2 Katlı","Eşyalı","1","","","","","","","","","","","","","","",""
"Buca Yiğitler Mh. 2+1 Kapalı Mutfak Doğalgazlı Kiralık Daire","18.500 TL","24511-9051","20-09-2024","Daire","2 + 1","95 m2","2. Kat","25 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","","Kuzey, Batı","18.500 TL","Doğalgaz","","","Evet","","","",""
"GOLDİA HASANAĞA PARKI YAKINI EŞYALI KİRALIK 1+1","16.000 TL","142618-203","25-09-2024","Daire","1 + 1","60 m2","2. Kat","4 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","Kat İrtifakı","150 TL","Kuzey, Güney, Doğu","16.000 TL","Doğalgaz","","","Evet","","","",""
"Buca Adatepe Kiralık Daire 1+1 EŞYASIZ Doğalgazlı","12.000 TL","60124-1390","07-10-2024","Daire","1 + 1","55 m2","Kot 1","4 Yaşında","Kombi","4 Katlı","","1","Betonarme","İkinci El","Boş","","","","13.500 TL","Doğalgaz","","","","","","",""
"GÜNEŞ EMLAK'TAN 1+1 ASANSÖRLÜ OTOPARKLI SIFIR LÜKS KİRALIK DAİRE","15.000 TL","130324-761","15-10-2024","Daire","1 + 1","45 m2","Yüksek Giriş","Sıfır Bina","Kombi","4 Katlı","","1","","Sıfır","Boş","","100 TL","Güney, Doğu","15.000 TL","Doğalgaz","","","","","","",""
"Buca Göksu mahalesinde  2+1kiralık daire","10.000 TL","30304-191","25-09-2024","Daire","2 + 1","100 m2","Çatı Katı","20 Yaşında","Klima","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","","Batı","10.000 TL","Elektrik","","","Evet","","","",""
"Buca Adatepe Mahallesi Eşyalı Kiralı 1+1","15.000 TL","143815-158","13-09-2024","Daire","1 + 1","55 m2","3. Kat","6 Yaşında","Kombi","3 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","100 TL","Güney, Doğu","15.000 TL","Doğalgaz","","","Evet","","","",""
"BUCAKOOP TA SIFIR EŞYALI HAVUZLU SİTE İÇİ 1+1 KİRALIK DAİRE","20.000 TL","145175-62","12-10-2024","Daire","1 + 1","45 m2","3. Kat","Sıfır Bina","Kombi","6 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","1.5 TL","","","","","","","Uygun değil","Evet (Site Adı Belirtilmemiş)","",""
"ÜÇKUYULAR MEYDAN HASANAĞA BAHÇESİNDE ''1+1'' DGAZ-KLİMALI","15.250 TL","104457-54","17-10-2024","Daire","1 + 1","60 m2","En Üst Kat","5 Yaşında","Kombi","3 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","100 TL","Kuzey, Güney, Doğu, Batı","16.750 TL","Doğalgaz","","","Evet","","","",""
"Buca Atatürk Mahallesinde Kiralık Çift Banyolu Arakat Daire","16.000 TL","6057-2334","03-09-2024","Daire","3 + 1","130 m2","2. Kat","20 Yaşında","Klima","3 Katlı","Eşyalı Değil","2","","İkinci El","Boş","","","","16.000 TL","Elektrik","","","Evet","","","",""
"AKINCILAR SEYHAN MAHALLESİNDE 2+1 BAKIMLI DOĞALGAZLI DAİRE","16.000 TL","27958-370","15-10-2024","Daire","2 + 1","100 m2","Ara Kat","34 Yaşında","Kombi","3 Katlı","","","","","","Kat Mülkiyeti","","","","","","","","","","",""
"ATATÜRK MAH. 1+0 STÜDYO FATURALAR KİRAYA DAHİL EŞYALI DAİRE","15.000 TL","142478-93","18-10-2024","Daire","1 + 0","40 m2","2. Kat","1 Yaşında","Kombi","5 Katlı","Eşyalı","1","","","Boş","","","","","","","","","Uygun değil","","",""
"ER YAPI EMLAK OFİSİNDEN T.TEPE KAMPÜS KARŞISI CADDE ÜZERİ","15.500 TL","68864-2460","12-10-2024","Daire","1 + 1","49 m2","2. Kat","11 Yaşında","Klima","4 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","","","","","","","Uygun değil","","",""
"Doğalgazlı 3+1Kiralık Daire","20.000 TL","80082-208","11-10-2024","Daire","3 + 1","140 m2","4. Kat","25 Yaşında","Kombi","5 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Mülk Sahibi","","150 TL","Kuzey, Güney, Batı","20.000 TL","Doğalgaz","","","Evet","","","",""
"göksu mah ara kat daire kiralık","12.500 TL","99575-343","10-10-2024","Daire","2 + 1","125 m2","Ara Kat","30 Yaşında","Soba","4 Katlı","Eşyalı Değil","2","Betonarme","İkinci El","Boş","","20 TL","Güney","12.500 TL","Kömür-Odun","","","Evet","","","",""
"MERT TEKİN'den Üniversite Yakını Full Eşyalı Merkezi Konumda 1+1","15.000 TL","2195-3488","07-09-2024","Daire","1 + 1","55 m2","Giriş Katı","5 Yaşında","Kombi","5 Katlı","Eşyalı","1","","","Boş","","","Doğu","","","","","","Uygun değil","","",""
"İzmir Buca Menderes Mahallesinde Öğrenciye Kiralık 3+1 Daire","25.000 TL","126264-1670","04-09-2024","Daire","3 + 1","140 m2","1. Kat","27 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","İkinci El","Boş","","100 TL","Güney, Doğu, Batı","25.000 TL","","","","Evet","","","",""
"NURFEN'DEN ÜNİVERSİTE YANI EŞYALI 1+1 ÖNÜ AÇIK KİRALIK DAİRE","14.000 TL","128178-778","18-10-2024","Daire","1 + 1","45 m2","2. Kat","11 Yaşında","Klima","2 Katlı","Eşyalı Değil","1","","","Boş","","","","","","","","","","","",""
"GÜNEŞ EMLAK'TAN 3+1 ARA KAT FULL EŞYALI İZBAN'A YÜRÜME MESAFESİNDE KİRALIK DAİRE","25.000 TL","130324-765","15-10-2024","Daire","3 + 1","125 m2","2. Kat","15 Yaşında","Kombi","4 Katlı","Eşyalı","1","","","Boş","","","Batı","25.000 TL","Doğalgaz","","","","","","",""
"İzmir Buca Çevik Bir Meydanına Yürüme Mesafesin' de Kiralık Daire","25.000 TL","51456-7224","14-10-2024","Daire","3 + 1","130 m2","Zemin","8 Yaşında","Kombi","6 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","","","30.000 TL","Doğalgaz","","","Evet","","","",""
"BUCA YILDIZ MAHALLESİNDE 2+1 KİRALİK DAİRE","15.000 TL","146020-44","13-10-2024","Daire","2 + 1","70 m2","2. Kat","6 Yaşında","Kombi","3 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","","","17.000 TL","Doğalgaz","","","","","","",""
"BUCA ADATEPE MAH. TINAZTEPE KAMPÜS CİVARI 2+1 D.GAZLI DAİRE","20.000 TL","111960-216","17-10-2024","Daire","2 + 1","100 m2","3. Kat","Sıfır Bina","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","Kat Mülkiyeti","","","","","","","","Uygun değil","","",""
"BUCA DOKUZÇEŞMELER KAMPÜSÜ BİTİŞİĞİNDE 2+1 GENİŞ BAHÇELİ MUSTAKİL EV","17.000 TL","142604-69","04-10-2024","Müstakil Ev","2 + 1","175 m2","","30 Yaşında","Klima","1 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","","","17.000 TL","Kömür-Odun","","","Evet","","","",""
"Buca Akıncılar Metro Cıkışı","20.000 TL","144765-62","10-10-2024","Daire","3 + 1","140 m2","3. Kat","18 Yaşında","Kombi","3 Katlı","","1","Betonarme","İkinci El","Boş","","","Kuzey, Güney, Doğu, Batı","20.000 TL","Doğalgaz","","","Evet","","","",""
"BUCA-İNÖNÜ MH.DE KİRALIK YENİ DAİRE","20.000 TL","143815-178","11-10-2024","Daire","2 + 1","90 m2","2. Kat","1 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","","","","20.000 TL","Doğalgaz","","","Evet","","","",""
"TURYAP BUCA'DAN ÖĞRENCİYE MEMURA UYGUN 1+1 EŞYALI DAİRE","14.000 TL","15356-5699","24-09-2024","Daire","1 + 1","45 m2","3. Kat","17 Yaşında","Klima","4 Katlı","Eşyalı Değil","1","","İkinci El","Boş","","","","14.000 TL","Elektrik","","","","","","Hayır",""
"KAMPÜS KARŞISI GENİŞ BALKONLU FULL EŞYALI LÜX DAİRE!!!","18.500 TL","147679-25","27-09-2024","Daire","1 + 1","50 m2","4. Kat","4 Yaşında","Kombi","4 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","150 TL","","","","","","","Uygun değil","","",""
"Buca Barış Mah./Kızkulesi Yakını//130m2 3+1//Arakat/Memura Daire","20.000 TL","85846-1826","07-10-2024","Daire","3 + 1","135 m2","6. Kat","25 Yaşında","Kombi","8 Katlı","Eşyalı Değil","1","","","","","","","21.000 TL","","","","","","","",""
"HASANAĞA 300 MTRE SIFIR ESYALI 1+1 KİRALIK DAİRE","18.000 TL","145398-36","25-09-2024","Daire","1 + 1","50 m2","2. Kat","Sıfır Bina","Doğalgaz Sobası","3 Katlı","Eşyalı","1","","","","","","","","","","","","","","",""
"BUCA HASTANE YAKINI EŞYALI GENİŞ ÇİFT BALKONLU 1+1","19.000 TL","142478-94","14-10-2024","Daire","1 + 1","55 m2","3. Kat","4 Yaşında","Klima","5 Katlı","Eşyalı","1","","","Boş","","","","","","","","","Uygun değil","","",""
"HASANAĞA'YA YÜRÜME MESAFESİ ACİL 1+1 EŞYALI","13.500 TL","142618-206","26-09-2024","Daire","1 + 1","52 m2","Yüksek Giriş","4 Yaşında","Kombi","3 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","","140 TL","Kuzey, Güney, Doğu, Batı","10.000 TL","Doğalgaz","","","Evet","","","",""
"YENİGÜN MAHALLESİ'NDE 3+1 DOĞALGAZLI DAİRE","20.000 TL","147777-137","05-09-2024","Daire","3 + 1","135 m2","4. Kat","20 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","50 TL","Kuzey, Güney, Doğu","20.000 TL","Doğalgaz","","","Evet","","","",""
"FIRAT MAH. 3+1 ARAKAT ÇİFT BALKONLU 150 M2 KİRALIK DAİRE","18.750 TL","18435-5215","18-10-2024","Daire","3 + 1","150 m2","2. Kat","18 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","Betonarme","Boş","","","","18.750 TL","Doğalgaz","","","","","","Hayır",""
"ATÖLYE'DEN ADATEPE MAHALLESİ ÜNİVERSİTE YAKINI FUL EŞYALI KİRALIK 2+1 DAİRE","25.000 TL","104396-63","01-10-2024","Daire","2 + 1","78 m2","3. Kat","8 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Arsa","","","","Doğalgaz","0","","Evet","","","",""
"BUCA MENDERS CAD. ÜSTÜ FULL EŞYALI KİRALIK 2+1 ARA KAT DAİRE","22.000 TL","107450-443","25-08-2024","Daire","2 + 1","145 m2","Ara Kat","35 Yaşında","Klima","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","","","30.000 TL","Elektrik","","","Evet","","","",""
"İzmir Buca Buca Koop mahallesi Batı çıkışı üzerinde Doğalgazlı 3+1 tadilatlı KİRALIK DAİRE","25.500 TL","118269-189","10-10-2024","Daire","3 + 1","120 m2","5. Kat","15 Yaşında","Kombi","8 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Mülk Sahibi","","250 TL","Güney, Doğu","27.500 TL","Doğalgaz","","","Evet","","","",""
"Menderes Mah. 3+1 120 M2 Doğalgazlı Lüks Eşyalı Kiralık Daire","25.000 TL","24511-9095","05-10-2024","Daire","3 + 1","110 m2","3. Kat","25 Yaşında","Kombi","3 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat İrtifakı","","Kuzey, Doğu","30.000 TL","Doğalgaz","","","Evet","","","",""
"EŞYALI ,2 ODA 1 SALON SIFIR LÜX ,DOĞALGAZLI VE KLİMALI DAİRE","28.000 TL","13470-2456","05-10-2024","Daire","2 + 1","75 m2","En Üst Kat","Sıfır Bina","Kombi","4 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","","100 TL","Güney, Doğu, Batı","28.000 TL","Doğalgaz","","","Evet","","","",""
